Index,X0,X1,Fitness_F0,Fitness_F1
66,1.730769,1.846154,25.615385,20.634615
67,1.923077,1.846154,28.426036,19.414201
68,2.115385,1.846154,31.532544,18.267751
69,2.307692,1.846154,34.934911,17.195266
70,1.538462,1.961538,24.857988,21.214497
71,1.730769,1.961538,27.372781,19.920118
72,1.923077,1.961538,30.183432,18.699704
73,2.115385,1.961538,33.289941,17.553254
74,2.307692,1.961538,36.692308,16.480769
75,2.500000,1.961538,40.390533,15.482249
76,1.538462,2.076923,26.721893,20.526627
77,1.730769,2.076923,29.236686,19.232249
78,1.923077,2.076923,32.047337,18.011834
79,2.115385,2.076923,35.153846,16.865385
80,2.307692,2.076923,38.556213,15.792899
81,2.500000,2.076923,42.254438,14.794379
82,1.730769,2.192308,31.207101,18.571006
83,1.923077,2.192308,34.017751,17.350592
84,2.115385,2.192308,37.124260,16.204142
85,2.307692,2.192308,40.526627,15.131657
86,2.500000,2.192308,44.224852,14.133136
87,2.692308,2.192308,48.218935,13.208580
88,1.730769,2.307692,33.284024,17.936391
89,1.923077,2.307692,36.094675,16.715976
90,2.115385,2.307692,39.201183,15.569527
91,2.307692,2.307692,42.603550,14.497041
92,2.500000,2.307692,46.301775,13.498521
93,2.692308,2.307692,50.295858,12.573964
94,2.884615,2.307692,54.585799,11.723373
95,1.923077,2.423077,38.278107,16.107988
96,2.115385,2.423077,41.384615,14.961538
97,2.307692,2.423077,44.786982,13.889053
98,2.500000,2.423077,48.485207,12.890533
99,2.692308,2.423077,52.479290,11.965976
100,2.884615,2.423077,56.769231,11.115385
101,2.115385,2.538462,43.674556,14.380178
102,2.307692,2.538462,47.076923,13.307692
103,2.500000,2.538462,50.775148,12.309172
104,2.692308,2.538462,54.769231,11.384615
105,2.884615,2.538462,59.059172,10.534024
106,3.076923,2.538462,63.644970,9.757396
107,2.115385,2.653846,46.071006,13.825444
108,2.307692,2.653846,49.473373,12.752959
109,2.500000,2.653846,53.171598,11.754438
110,2.692308,2.653846,57.165680,10.829882
111,2.884615,2.653846,61.455621,9.979290
112,3.076923,2.653846,66.041420,9.202663
113,2.307692,2.769231,51.976331,12.224852
114,2.500000,2.769231,55.674556,11.226331
115,2.692308,2.769231,59.668639,10.301775
116,2.884615,2.769231,63.958580,9.451183
117,3.076923,2.769231,68.544379,8.674556
118,3.269231,2.769231,73.426036,7.971893
119,3.461538,2.769231,78.603550,7.343195
120,2.307692,2.884615,54.585799,11.723373
121,2.500000,2.884615,58.284024,10.724852
122,2.692308,2.884615,62.278107,9.800296
123,2.884615,2.884615,66.568047,8.949704
124,3.076923,2.884615,71.153846,8.173077
125,3.269231,2.884615,76.035503,7.470414
126,3.461538,2.884615,81.213018,6.841716
127,3.653846,2.884615,86.686391,6.286982
128,3.846154,2.884615,92.455621,5.806213
129,2.500000,3.000000,61.000000,10.250000
130,2.692308,3.000000,64.994083,9.325444
131,2.884615,3.000000,69.284024,8.474852
132,3.076923,3.000000,73.869822,7.698225
133,3.269231,3.000000,78.751479,6.995562
134,3.461538,3.000000,83.928994,6.366864
135,3.653846,3.000000,89.402367,5.812130
136,3.846154,3.000000,95.171598,5.331361
137,4.038462,3.000000,101.236686,4.924556
138,4.230769,3.000000,107.597633,4.591716
139,4.423077,3.000000,114.254438,4.332840
140,4.615385,3.000000,121.207101,4.147929
141,4.807692,3.000000,128.455621,4.036982
142,5.000000,3.000000,136.000000,4.000000
