Index,X0,X1,F0,F1,Critical
136,3.166644,1.228144,46.143876,17.588095,0
137,1.838399,0.461736,14.371642,30.591565,0
138,4.602772,1.546442,94.307962,12.084852,0
139,4.061346,1.513594,75.141995,13.036098,0
140,1.400989,0.144070,7.934108,36.532939,1
141,2.796828,1.258873,37.628033,18.849998,1
142,2.758353,1.060842,34.935582,20.541950,0
143,0.919693,2.738452,33.379812,21.763506,0
144,4.941589,2.039359,114.313130,8.768807,0
145,4.679603,1.643182,98.394942,11.370880,0
146,2.826243,0.185341,32.088000,27.906159,0
147,3.213705,1.125714,46.380537,18.200939,0
148,1.929129,0.040324,14.892655,34.028631,0
149,2.344182,0.118800,22.037206,30.879486,0
150,2.074064,0.010682,17.207421,33.454396,0
151,2.175088,0.032125,18.928163,32.659911,0
152,4.263843,1.051504,77.144066,16.132546,0
153,4.153081,1.479256,77.745114,13.112908,0
154,3.197224,0.956985,44.552237,19.595970,0
155,2.839369,0.793687,34.767821,22.361395,0
156,3.104091,0.685568,40.421546,22.208794,0
157,3.266901,0.967762,46.436815,19.262576,0
158,4.063334,0.720192,68.117446,19.194100,0
159,4.388389,1.385168,84.706605,13.441079,0
160,4.967765,1.370558,106.228482,13.173888,0
161,4.395787,0.820539,79.984906,17.832964,0
162,3.148259,0.230449,39.858558,26.177564,0
163,3.151747,0.533611,40.872992,23.364673,0
164,3.466733,0.845520,50.932566,19.610615,0
165,4.274760,0.662291,74.848819,19.341695,0
166,4.548166,0.989170,86.657069,16.290914,0
167,4.842296,1.180907,99.369494,14.610340,0
168,4.566114,0.694982,85.329590,18.721441,0
169,3.428051,0.150456,47.096674,25.989100,0
170,3.486279,0.185815,48.754686,25.467725,0
171,3.803119,0.627955,59.432170,20.547298,0
172,4.217837,0.543599,72.342609,20.471286,0
173,3.581619,0.251288,51.564548,24.562076,0
174,4.605792,0.880786,87.956397,17.123326,0
175,4.707659,0.959532,92.331025,16.410849,0
176,4.938006,1.059781,102.028152,15.529172,0
177,3.979747,0.377912,63.924804,22.404612,0
178,4.224820,0.456640,72.230489,21.243026,0
179,4.051446,0.429263,66.393914,21.791390,0
180,4.856878,0.494179,95.333906,20.322904,0
181,4.359106,0.337778,76.463598,22.147056,0
182,4.514797,0.020938,81.535331,25.026481,0
183,4.907375,0.261481,96.602824,22.462141,0
184,0.932628,2.971323,38.794217,20.659048,0
185,0.454756,2.182346,19.877746,28.598420,0
186,0.582410,2.471599,25.792019,25.907912,0
187,0.502098,2.334757,22.812760,27.334649,0
188,0.222399,1.873215,14.233577,32.602263,0
189,0.257251,1.959798,15.627939,31.736503,0
190,0.346908,2.196816,19.785383,29.509103,0
191,0.311504,2.120568,18.375366,30.273124,0
192,0.295548,2.090176,17.824736,30.598949,0
193,0.643387,2.784852,32.677394,23.886958,0
194,0.167721,1.893442,14.453011,33.001622,0
195,0.653640,2.876150,34.797928,23.401588,0
196,0.189102,2.141992,18.495554,31.312947,0
197,0.011821,1.878596,14.117046,34.625099,0
198,0.429641,2.957752,35.731552,25.058955,0
199,0.238435,2.662486,28.582723,28.136474,0
