Index,X0,X1,F0,F1,Critical
112,2.758621,2.379310,53.084423,11.891795,0
113,2.068966,2.482759,41.778835,14.927467,0
114,2.241379,2.482759,44.751486,13.946492,0
115,2.413793,2.482759,47.961950,13.024970,0
116,2.586207,2.482759,51.410226,12.162901,0
117,2.758621,2.482759,55.096314,11.360285,0
118,2.931034,2.482759,59.020214,10.617122,0
119,2.068966,2.586207,43.876338,14.417360,0
120,2.241379,2.586207,46.848989,13.436385,0
121,2.413793,2.586207,50.059453,12.514863,0
122,2.586207,2.586207,53.507729,11.652794,0
123,2.758621,2.586207,57.193817,10.850178,0
124,2.931034,2.586207,61.117717,10.107015,0
125,3.103448,2.586207,65.279429,9.423306,0
126,2.241379,2.689655,49.032105,12.947681,0
127,2.413793,2.689655,52.242568,12.026159,0
128,2.586207,2.689655,55.690844,11.164090,0
129,2.758621,2.689655,59.376932,10.361474,0
130,2.931034,2.689655,63.300832,9.618312,0
131,3.103448,2.689655,67.462545,8.934602,0
132,2.413793,2.793103,54.511296,11.558859,0
133,2.586207,2.793103,57.959572,10.696790,0
134,2.758621,2.793103,61.645660,9.894174,0
135,2.931034,2.793103,65.569560,9.151011,0
136,3.103448,2.793103,69.731272,8.467301,0
137,3.275862,2.793103,74.130797,7.843044,0
138,3.448276,2.793103,78.768133,7.278240,0
139,2.413793,2.896552,56.865636,11.112961,0
140,2.586207,2.896552,60.313912,10.250892,0
141,2.758621,2.896552,64.000000,9.448276,0
142,2.931034,2.896552,67.923900,8.705113,0
143,3.103448,2.896552,72.085612,8.021403,0
144,3.275862,2.896552,76.485137,7.397146,0
145,3.448276,2.896552,81.122473,6.832342,1
146,3.620690,2.896552,85.997622,6.326992,1
147,3.793103,2.896552,91.110583,5.881094,1
148,2.586207,3.000000,62.753864,9.826397,0
149,2.758621,3.000000,66.439952,9.023781,0
150,2.931034,3.000000,70.363853,8.280618,0
151,3.103448,3.000000,74.525565,7.596908,0
152,3.275862,3.000000,78.925089,6.972652,1
153,3.448276,3.000000,83.562426,6.407848,1
154,3.620690,3.000000,88.437574,5.902497,1
155,3.793103,3.000000,93.550535,5.456599,1
156,3.965517,3.000000,98.901308,5.070155,1
157,4.137931,3.000000,104.489893,4.743163,1
158,4.310345,3.000000,110.316290,4.475624,1
159,4.482759,3.000000,116.380499,4.267539,1
160,4.655172,3.000000,122.682521,4.118906,1
161,4.827586,3.000000,129.222354,4.029727,1
162,5.000000,3.000000,136.000000,4.000000,1
163,0.344828,0.000000,0.475624,46.670630,1
164,0.344828,0.103448,0.518430,45.646849,1
165,0.517241,0.103448,1.112961,44.071344,1
166,0.517241,0.000000,1.070155,45.095125,1
167,0.517241,0.206897,1.241379,43.068966,1
168,0.172414,0.517241,1.189061,43.400713,1
169,0.172414,0.620690,1.659929,42.483948,1
170,0.689655,0.310345,2.287753,40.571938,1
171,0.689655,0.206897,2.073722,41.552913,1
172,0.862069,0.413793,3.657551,38.155767,1
173,0.517241,0.931034,4.537455,36.651605,1
174,0.862069,0.206897,3.143876,40.096314,1
175,0.344828,0.827586,3.215220,39.079667,1
176,0.862069,0.517241,4.042806,37.217598,1
177,1.034483,0.517241,5.350773,35.820452,1
178,0.517241,1.034483,5.350773,35.820452,1
179,1.034483,0.620690,5.821641,34.903686,1
180,0.689655,1.137931,7.082045,33.494649,1
181,1.206897,0.724138,7.923900,32.670630,1
182,1.206897,0.517241,6.896552,34.482759,1
183,1.206897,0.827586,8.565993,31.796671,1
184,0.862069,1.344828,10.206897,30.482759,0
185,1.379310,0.931034,11.077289,29.665874,0
186,1.379310,0.724138,9.707491,31.392390,1
187,0.862069,1.551724,12.604043,29.013080,0
188,1.551724,1.034483,13.912010,27.615933,0
189,1.551724,0.827586,12.370987,29.299643,0
190,1.034483,1.655172,15.239001,26.913199,0
191,1.551724,0.931034,13.098692,28.447087,0
192,1.034483,1.758621,16.651605,26.231867,0
193,1.724138,1.241379,18.054697,24.858502,0
194,1.724138,1.034483,16.171225,26.456599,0
195,1.206897,1.862069,19.695600,24.234245,0
196,1.724138,1.137931,17.070155,25.646849,0
197,1.896552,1.137931,19.567182,24.546968,0
198,1.206897,1.965517,21.279429,23.595719,0
199,1.379310,1.965517,23.063020,22.317479,0
200,1.896552,1.241379,20.551724,23.758621,0
201,1.379310,2.068966,24.732461,21.700357,0
202,1.896552,1.344828,21.621879,22.991677,0
203,1.206897,2.068966,22.948870,22.978597,0
204,2.068966,1.344828,24.356718,21.951249,0
205,1.551724,2.172414,28.508918,19.885850,1
206,2.068966,1.448276,25.512485,21.205707,0
207,1.379310,2.172414,26.487515,21.104637,0
208,2.241379,1.448276,28.485137,20.224732,0
209,1.551724,2.275862,30.349584,19.311534,1
210,1.724138,2.275862,32.608799,18.152200,1
211,2.241379,1.344828,27.329370,20.970273,0
212,1.379310,2.275862,28.328181,20.530321,0
213,2.241379,1.551724,29.726516,19.500595,1
214,1.724138,2.379310,34.535077,17.599287,1
215,2.241379,1.655172,31.053508,18.797860,1
216,1.551724,2.379310,32.275862,18.758621,1
217,2.413793,1.655172,34.263971,17.876338,1
218,1.896552,2.482759,39.043995,15.967895,1
219,2.413793,1.758621,35.676576,17.195006,1
220,1.724138,2.482759,36.546968,17.067776,1
221,1.896552,2.586207,41.141498,15.457788,0
222,2.241379,2.793103,51.300832,12.480380,0
223,2.413793,1.862069,37.174792,16.535077,1
224,2.586207,1.862069,40.623068,15.673008,0
225,2.068966,2.689655,46.059453,13.928656,0
226,2.586207,1.965517,42.206897,15.034483,0
227,1.896552,2.689655,43.324614,14.969084,0
228,2.758621,1.965517,45.892985,14.231867,0
229,2.413793,3.000000,59.305589,10.688466,0
230,2.758621,1.862069,44.309156,14.870392,0
231,1.896552,2.793103,45.593341,14.501784,0
232,2.758621,2.068966,47.562426,13.614744,0
233,2.068966,2.793103,48.328181,13.461356,0
234,2.758621,2.172414,49.317479,13.019025,0
235,2.068966,2.896552,50.682521,13.015458,0
236,2.931034,2.172414,53.241379,12.275862,0
237,2.241379,2.896552,53.655172,12.034483,0
238,2.931034,2.275862,55.082045,11.701546,0
239,2.241379,3.000000,56.095125,11.609988,0
240,3.103448,2.275862,59.243757,11.017836,0
241,2.931034,2.379310,57.008323,11.148633,0
242,3.103448,2.379310,61.170036,10.464923,0
243,3.275862,2.586207,69.678954,8.799049,0
244,3.448276,2.586207,74.316290,8.234245,0
245,3.275862,2.379310,65.569560,9.840666,0
246,3.103448,2.482759,63.181926,9.933413,0
247,3.275862,2.482759,67.581451,9.309156,0
248,3.275862,2.689655,71.862069,8.310345,0
249,3.448276,2.689655,76.499405,7.745541,0
250,3.620690,2.586207,79.191439,7.728894,0
251,3.620690,2.689655,81.374554,7.240190,0
252,3.620690,2.793103,83.643282,6.772889,1
253,3.793103,2.793103,88.756243,6.326992,1
254,3.965517,2.793103,94.107015,5.940547,1
255,3.965517,2.896552,96.461356,5.494649,1
256,4.137931,2.896552,102.049941,5.167658,1
257,4.310345,2.896552,107.876338,4.900119,1
258,4.482759,2.896552,113.940547,4.692033,1
259,4.655172,2.896552,120.242568,4.543401,1
260,4.827586,2.896552,126.782402,4.454221,1
261,5.000000,2.896552,133.560048,4.424495,1
262,0.689655,0.000000,1.902497,43.579073,1
263,0.689655,0.103448,1.945303,42.555291,1
264,0.172414,0.827586,2.858502,40.714625,1
265,0.172414,0.724138,2.216409,41.588585,1
266,0.344828,0.931034,3.942925,38.227111,1
267,1.034483,0.413793,4.965517,36.758621,1
268,0.862069,0.310345,3.357907,39.115339,1
269,1.034483,0.310345,4.665874,37.718193,1
270,0.344828,1.034483,4.756243,37.395957,1
271,0.344828,1.137931,5.655172,36.586207,1
272,1.206897,0.310345,6.211653,36.380499,1
273,0.517241,1.137931,6.249703,35.010702,1
274,1.206897,0.620690,7.367420,33.565993,1
275,0.517241,1.241379,7.234245,34.222354,1
276,0.689655,1.241379,8.066587,32.706302,1
277,0.689655,1.344828,9.136742,31.939358,1
278,1.379310,0.827586,10.349584,30.518430,0
279,0.689655,1.448276,10.292509,31.193817,0
280,0.862069,1.448276,11.362663,29.737218,0
281,1.034483,1.551724,13.912010,27.615933,0
282,1.724138,0.931034,15.357907,27.287753,0
283,1.206897,1.758621,18.197384,24.894174,0
284,1.034483,1.862069,18.149822,25.571938,0
285,0.862069,1.862069,16.841855,26.969084,0
286,1.896552,0.931034,17.854935,26.187872,0
287,2.068966,1.241379,23.286564,22.718193,0
288,2.068966,1.034483,21.403092,24.316290,0
289,1.034483,2.068966,21.403092,24.316290,0
290,2.068966,1.137931,22.302021,23.506540,0
291,1.206897,2.172414,24.703924,22.382878,0
292,2.241379,1.241379,26.259215,21.737218,0
293,2.413793,1.551724,32.936980,18.579073,1
294,2.413793,1.241379,29.469679,20.815696,0
295,1.206897,2.379310,28.470868,21.255648,0
296,1.379310,2.379310,30.254459,19.977408,1
297,2.413793,1.448276,31.695600,19.303210,1
298,1.551724,2.482759,34.287753,18.227111,1
299,2.586207,1.758621,39.124851,16.332937,1
300,2.586207,1.551724,36.385256,17.717004,1
301,1.551724,2.586207,36.385256,17.717004,1
302,2.931034,2.068966,51.486326,12.871581,0
303,2.068966,3.000000,53.122473,12.590963,0
304,2.586207,1.655172,37.712247,17.014269,1
305,1.724138,2.586207,38.644471,16.557669,1
306,1.724138,2.689655,40.827586,16.068966,0
307,2.758621,1.758621,42.810939,15.530321,0
308,2.931034,1.655172,45.322235,15.468490,0
309,1.724138,2.896552,45.450654,15.155767,0
310,2.931034,1.758621,46.734839,14.787158,0
311,1.896552,2.896552,47.947681,14.055886,0
312,1.724138,3.000000,47.890606,14.731272,0
313,2.931034,1.965517,49.816885,13.488704,0
314,3.103448,2.068966,55.648038,12.187872,0
315,3.275862,2.068966,60.047562,11.563615,0
316,3.103448,2.172414,57.403092,11.592152,0
317,3.275862,2.172414,61.802616,10.967895,0
318,3.448276,2.379310,70.206897,9.275862,0
319,3.275862,2.275862,63.643282,10.393579,0
320,3.448276,2.275862,68.280618,9.828775,0
321,3.448276,2.482759,72.218787,8.744352,0
322,3.620690,2.482759,77.093936,8.239001,0
323,3.793103,2.482759,82.206897,7.793103,0
324,3.793103,2.586207,84.304400,7.282996,0
325,3.793103,2.689655,86.487515,6.794293,1
326,3.965517,2.689655,91.838288,6.407848,1
327,4.137931,2.689655,97.426873,6.080856,1
328,4.137931,2.793103,99.695600,5.613555,1
329,4.310345,2.793103,105.521998,5.346017,1
330,4.482759,2.793103,111.586207,5.137931,1
331,4.655172,2.793103,117.888228,4.989298,1
332,4.827586,2.793103,124.428062,4.900119,1
333,5.000000,2.793103,131.205707,4.870392,1
334,0.862069,0.103448,3.015458,41.098692,1
335,0.862069,0.000000,2.972652,42.122473,1
336,1.034483,0.206897,4.451843,38.699168,1
337,0.172414,1.034483,4.399524,39.030916,1
338,1.034483,0.103448,4.323424,39.701546,1
339,0.172414,0.931034,3.586207,39.862069,1
340,0.172414,1.137931,5.298454,38.221165,1
341,1.206897,0.206897,5.997622,37.361474,1
342,1.206897,0.413793,6.511296,35.420927,1
343,0.344828,1.344828,7.709869,35.030916,1
344,1.379310,0.413793,8.294887,34.142687,1
345,1.379310,0.517241,8.680143,33.204518,1
346,0.517241,1.344828,8.304400,33.455410,1
347,1.379310,0.620690,9.151011,32.287753,1
348,1.551724,0.620690,11.172414,31.068966,0
349,1.551724,0.517241,10.701546,31.985731,0
350,1.551724,0.724138,11.728894,30.173603,0
351,0.689655,1.551724,11.533888,30.469679,0
352,0.689655,1.655172,12.860880,29.766944,0
353,1.724138,0.827586,14.630202,28.140309,0
354,0.862069,1.655172,13.931034,28.310345,0
355,0.862069,1.758621,15.343639,27.629013,0
356,1.896552,1.034483,18.668252,25.356718,0
357,1.034483,1.965517,19.733650,24.933413,0
358,1.896552,0.827586,17.127229,27.040428,0
359,0.862069,1.965517,18.425684,26.330559,0
360,2.241379,1.034483,24.375743,23.335315,0
361,1.034483,2.172414,23.158145,23.720571,0
362,2.241379,1.137931,25.274673,22.525565,0
363,1.034483,2.275862,24.998811,23.146254,0
364,1.206897,2.275862,26.544590,21.808561,0
365,2.586207,1.344828,33.988109,19.186683,1
366,2.413793,1.137931,28.485137,21.604043,0
367,2.413793,1.344828,30.539834,20.048751,0
368,1.206897,2.482759,30.482759,20.724138,0
369,1.379310,2.482759,32.266350,19.445898,1
370,2.586207,1.448276,35.143876,18.441141,1
371,1.379310,2.586207,34.363853,18.935791,1
372,2.758621,1.344828,37.674197,18.384067,1
373,3.103448,1.862069,52.394768,13.443520,0
374,3.103448,1.965517,53.978597,12.804994,0
375,1.551724,2.689655,38.568371,17.228300,1
376,2.758621,1.551724,40.071344,16.914388,0
377,2.758621,1.655172,41.398335,16.211653,0
378,1.551724,2.793103,40.837099,16.760999,0
379,1.724138,2.793103,43.096314,15.601665,0
380,2.931034,1.862069,48.233056,14.127229,0
381,3.103448,1.551724,48.156956,15.487515,0
382,1.896552,3.000000,50.387634,13.631391,0
383,3.275862,1.965517,58.378121,12.180737,0
384,3.448276,1.965517,63.015458,11.615933,0
385,3.448276,2.068966,64.684899,10.998811,0
386,3.448276,2.172414,66.439952,10.403092,0
387,3.620690,2.172414,71.315101,9.897741,0
388,3.620690,2.275862,73.155767,9.323424,0
389,3.620690,2.379310,75.082045,8.770511,0
390,3.793103,2.379310,80.195006,8.324614,0
391,3.965517,2.379310,85.545779,7.938169,0
392,3.965517,2.482759,87.557669,7.406659,0
393,3.965517,2.586207,89.655172,6.896552,1
394,4.137931,2.586207,95.243757,6.569560,1
395,4.310345,2.586207,101.070155,6.302021,1
396,4.310345,2.689655,103.253270,5.813317,1
397,4.482759,2.689655,109.317479,5.605232,1
398,4.655172,2.689655,115.619501,5.456599,1
399,4.827586,2.689655,122.159334,5.367420,1
400,5.000000,2.689655,128.936980,5.337693,1
401,1.034483,0.000000,4.280618,40.725327,1
402,1.206897,0.000000,5.826397,39.387634,1
403,1.206897,0.103448,5.869203,38.363853,1
404,0.172414,1.241379,6.282996,37.432818,1
405,0.344828,1.241379,6.639715,35.797860,1
406,1.379310,0.310345,7.995244,35.102259,1
407,0.344828,1.448276,8.865636,34.285375,1
408,0.517241,1.448276,9.460166,32.709869,1
409,0.517241,1.551724,10.701546,31.985731,0
410,0.517241,1.655172,12.028537,31.282996,0
411,1.724138,0.517241,12.960761,30.826397,0
412,1.724138,0.620690,13.431629,29.909631,0
413,1.724138,0.724138,13.988109,29.014269,0
414,1.896552,0.724138,16.485137,27.914388,0
415,0.689655,1.862069,15.771700,28.425684,0
416,2.068966,0.827586,19.862069,26.000000,0
417,2.241379,0.827586,22.834721,25.019025,0
418,2.068966,0.931034,20.589774,25.147444,0
419,0.862069,2.068966,20.095125,25.713436,0
420,0.862069,2.172414,21.850178,25.117717,0
421,0.689655,1.965517,17.355529,27.787158,0
422,2.068966,0.620690,18.663496,27.769322,0
423,2.068966,0.724138,19.219976,26.873960,0
424,0.689655,2.068966,19.024970,27.170036,0
425,2.241379,0.931034,23.562426,24.166468,0
426,0.862069,2.379310,25.617122,23.990488,0
427,2.413793,0.931034,26.772889,23.244946,0
428,2.413793,1.034483,27.586207,22.413793,0
429,1.034483,2.379310,26.925089,22.593341,0
430,1.034483,2.482759,28.936980,22.061831,0
431,2.586207,1.034483,31.034483,21.551724,0
432,2.586207,1.137931,31.933413,20.741974,0
433,1.034483,2.586207,31.034483,21.551724,0
434,2.586207,1.241379,32.917955,19.953627,1
435,1.206897,2.586207,32.580262,20.214031,0
436,1.379310,2.689655,36.546968,18.447087,1
437,1.206897,2.689655,34.763377,19.725327,1
438,3.275862,1.758621,55.296076,13.479191,0
439,3.275862,1.862069,56.794293,12.819263,0
440,2.758621,1.448276,38.829964,17.638526,1
441,1.379310,2.793103,38.815696,17.979786,1
442,2.931034,1.448276,42.753864,16.895363,0
443,1.379310,2.896552,41.170036,17.533888,0
444,2.931034,1.551724,43.995244,16.171225,0
445,1.551724,2.896552,43.191439,16.315101,0
446,1.551724,3.000000,45.631391,15.890606,0
447,3.103448,1.655172,49.483948,14.784780,0
448,3.103448,1.758621,50.896552,14.103448,0
449,3.448276,1.862069,61.431629,12.254459,0
450,3.620690,1.862069,66.306778,11.749108,0
451,3.620690,1.965517,67.890606,11.110583,0
452,3.620690,2.068966,69.560048,10.493460,0
453,3.793103,2.068966,74.673008,10.047562,0
454,3.793103,2.172414,76.428062,9.451843,0
455,3.793103,2.275862,78.268728,8.877527,0
456,3.965517,2.275862,83.619501,8.491082,0
457,4.137931,2.275862,89.208086,8.164090,0
458,4.137931,2.379310,91.134364,7.611177,0
459,4.137931,2.482759,93.146254,7.079667,0
460,4.310345,2.482759,98.972652,6.812128,1
461,4.482759,2.482759,105.036861,6.604043,1
462,4.482759,2.586207,107.134364,6.093936,1
463,4.655172,2.586207,113.436385,5.945303,1
464,4.827586,2.586207,119.976219,5.856124,1
465,5.000000,2.586207,126.753864,5.826397,1
466,1.379310,0.000000,7.609988,38.109394,1
467,1.379310,0.103448,7.652794,37.085612,1
468,1.379310,0.206897,7.781213,36.083234,1
469,1.551724,0.103448,9.674197,35.866825,1
470,1.551724,0.206897,9.802616,34.864447,1
471,1.551724,0.310345,10.016647,33.883472,0
472,1.551724,0.413793,10.316290,32.923900,0
473,0.344828,1.551724,10.107015,33.561237,0
474,0.344828,1.655172,11.434007,32.858502,0
475,1.724138,0.310345,12.275862,32.724138,0
476,1.724138,0.413793,12.575505,31.764566,0
477,0.517241,1.758621,13.441141,30.601665,0
478,0.689655,1.758621,14.273484,29.085612,0
479,1.896552,0.620690,15.928656,28.809750,0
480,0.689655,2.172414,20.780024,26.574316,0
481,2.241379,0.724138,22.192628,25.892985,0
482,2.068966,0.517241,18.192628,28.686088,0
483,0.517241,2.068966,18.192628,28.686088,0
484,0.517241,2.172414,19.947681,28.090369,0
485,0.862069,2.275862,23.690844,24.543401,0
486,2.413793,0.827586,26.045184,24.097503,0
487,0.862069,2.482759,27.629013,23.458977,0
488,2.586207,0.827586,29.493460,23.235434,0
489,2.586207,0.931034,30.221165,22.382878,0
490,0.862069,2.586207,29.726516,22.948870,0
491,2.758621,1.034483,34.720571,20.749108,0
492,1.034483,2.689655,33.217598,21.063020,0
493,2.758621,1.241379,36.604043,19.151011,1
494,2.758621,1.137931,35.619501,19.939358,1
495,1.034483,2.793103,35.486326,20.595719,0
496,3.448276,1.655172,58.520809,13.595719,0
497,3.448276,1.758621,59.933413,12.914388,0
498,2.931034,1.241379,40.527943,18.407848,0
499,1.206897,2.896552,39.386445,18.812128,1
500,2.931034,1.344828,41.598098,17.640904,0
501,1.379310,3.000000,43.609988,17.109394,0
502,3.103448,1.344828,45.759810,16.957194,0
503,3.103448,1.448276,46.915577,16.211653,0
504,3.275862,1.448276,51.315101,15.587396,0
505,3.275862,1.551724,52.556480,14.863258,0
506,3.275862,1.655172,53.883472,14.160523,0
507,3.620690,1.758621,64.808561,12.409037,0
508,3.793103,1.758621,69.921522,11.963139,0
509,3.793103,1.862069,71.419738,11.303210,0
510,3.793103,1.965517,73.003567,10.664685,0
511,3.965517,1.965517,78.354340,10.278240,0
512,3.965517,2.068966,80.023781,9.661118,0
513,3.965517,2.172414,81.778835,9.065398,0
514,4.137931,2.172414,87.367420,8.738407,0
515,4.310345,2.172414,93.193817,8.470868,0
516,4.310345,2.275862,95.034483,7.896552,0
517,4.310345,2.379310,96.960761,7.343639,0
518,4.482759,2.379310,103.024970,7.135553,0
519,4.655172,2.379310,109.326992,6.986920,1
520,4.655172,2.482759,111.338882,6.455410,1
521,4.827586,2.482759,117.878716,6.366231,1
522,5.000000,2.482759,124.656361,6.336504,1
523,1.551724,0.000000,9.631391,36.890606,1
524,1.724138,0.000000,11.890606,35.731272,0
525,1.724138,0.103448,11.933413,34.707491,0
526,1.724138,0.206897,12.061831,33.705113,0
527,0.344828,1.758621,12.846611,32.177170,0
528,1.896552,0.310345,14.772889,31.624257,0
529,1.896552,0.517241,15.457788,29.726516,0
530,0.517241,1.862069,14.939358,29.941736,0
531,0.517241,1.965517,16.523187,29.303210,0
532,2.241379,0.517241,21.165279,27.705113,0
533,2.241379,0.620690,21.636147,26.788347,0
534,0.689655,2.275862,22.620690,26.000000,0
535,2.241379,0.413793,20.780024,28.643282,0
536,2.413793,0.724138,25.403092,24.971463,0
537,0.689655,2.379310,24.546968,25.447087,0
538,0.689655,2.482759,26.558859,24.915577,0
539,2.586207,0.724138,28.851367,24.109394,0
540,2.758621,0.827586,33.179548,22.432818,0
541,0.862069,2.689655,31.909631,22.460166,0
542,2.758621,0.931034,33.907253,21.580262,0
543,1.206897,2.793103,37.032105,19.258026,1
544,3.620690,1.551724,62.068966,13.793103,0
545,3.620690,1.655172,63.395957,13.090369,0
546,2.931034,1.137931,39.543401,19.196195,1
547,1.206897,3.000000,41.826397,18.387634,0
548,3.103448,1.241379,44.689655,17.724138,0
549,3.275862,1.241379,49.089180,17.099881,0
550,3.275862,1.344828,50.159334,16.332937,0
551,3.448276,1.344828,54.796671,15.768133,0
552,3.448276,1.448276,55.952438,15.022592,0
553,3.448276,1.551724,57.193817,14.298454,0
554,3.793103,1.655172,68.508918,12.644471,0
555,3.965517,1.655172,73.859691,12.258026,0
556,3.965517,1.758621,75.272295,11.576694,0
557,3.965517,1.862069,76.770511,10.916766,0
558,4.137931,1.862069,82.359096,10.589774,0
559,4.137931,1.965517,83.942925,9.951249,0
560,4.137931,2.068966,85.612366,9.334126,0
561,4.310345,2.068966,91.438763,9.066587,0
562,4.482759,2.068966,97.502973,8.858502,0
563,4.482759,2.172414,99.258026,8.262782,0
564,4.482759,2.275862,101.098692,7.688466,0
565,4.655172,2.275862,107.400713,7.539834,0
566,4.827586,2.275862,113.940547,7.450654,0
567,4.827586,2.379310,115.866825,6.897741,1
568,5.000000,2.379310,122.644471,6.868014,1
569,1.896552,0.000000,14.387634,34.631391,0
570,1.896552,0.103448,14.430440,33.607610,0
571,1.896552,0.206897,14.558859,32.605232,0
572,1.896552,0.413793,15.072533,30.664685,0
573,2.068966,0.310345,17.507729,30.583829,0
574,2.241379,0.310345,20.480380,29.602854,0
575,2.068966,0.413793,17.807372,29.624257,0
576,2.413793,0.413793,23.990488,27.721760,0
577,2.413793,0.517241,24.375743,26.783591,0
578,2.413793,0.310345,23.690844,28.681332,0
579,2.413793,0.620690,24.846611,25.866825,0
580,2.586207,0.620690,28.294887,25.004756,0
