Index,isCollision
381,True
382,False
383,False
384,True
385,True
386,False
387,True
388,True
389,False
390,True
391,False
392,False
393,True
394,True
395,True
396,True
397,False
398,False
399,False
400,True
401,False
402,True
403,True
404,True
405,True
406,False
407,True
408,True
409,True
410,True
411,True
412,True
413,False
414,False
415,False
416,True
417,True
418,True
419,True
420,False
421,True
422,False
423,False
424,False
425,False
426,True
427,True
428,True
429,True
430,True
431,True
432,True
433,False
434,True
435,True
436,True
437,True
438,False
439,True
440,False
441,False
442,True
443,False
444,False
445,True
446,True
447,True
448,False
449,True
450,True
451,True
452,True
453,True
454,True
455,True
456,True
457,False
458,True
459,True
460,True
461,False
462,True
463,False
464,True
465,True
466,True
467,True
468,True
469,False
470,False
471,False
472,False
473,True
474,True
475,True
476,True
477,True
478,False
479,True
480,False
481,False
482,False
483,True
484,False
485,True
486,True
487,True
488,False
489,True
490,False
491,True
492,False
493,True
494,True
495,True
496,True
497,False
498,True
499,True
500,True
501,False
502,True
503,True
504,True
505,True
506,True
507,True
508,True
509,True
510,True
511,True
512,True
513,True
514,True
515,True
516,True
517,True
518,False
519,True
520,True
521,True
522,False
523,True
524,False
525,True
526,True
527,True
528,True
529,True
530,True
531,True
532,True
533,True
534,False
535,False
536,False
537,False
538,False
539,True
540,False
541,True
542,True
543,True
544,False
545,True
546,False
547,False
548,False
549,True
550,True
551,False
552,True
553,True
554,False
555,True
556,True
557,True
558,True
559,True
560,True
561,True
562,True
563,True
564,True
565,True
566,True
567,True
568,True
569,True
570,True
571,True
572,False
573,True
574,False
575,True
576,True
577,True
578,True
579,True
580,False
581,True
582,True
583,True
584,True
585,False
586,True
587,True
588,True
589,True
590,True
591,True
592,True
593,True
594,False
595,True
596,False
597,False
598,False
599,True
600,False
601,True
602,True
603,True
604,True
605,False
606,False
607,True
608,True
609,True
610,True
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,True
626,True
627,True
628,True
629,False
630,True
631,True
632,True
633,True
634,False
635,True
636,True
637,True
638,True
639,False
640,True
641,True
642,True
643,True
644,True
645,True
646,False
647,True
648,True
649,True
650,False
651,True
652,True
653,True
654,True
655,True
656,True
657,True
658,True
659,True
660,False
661,False
662,True
663,False
664,True
665,True
666,True
667,True
668,True
669,True
670,False
671,True
672,True
673,True
674,True
675,True
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,True
684,True
685,True
686,True
687,True
688,True
689,True
690,True
691,True
692,False
693,True
694,True
695,True
696,True
697,True
698,True
699,True
700,False
701,True
702,True
703,False
704,True
705,True
706,True
707,False
708,True
709,True
710,False
711,True
712,False
713,True
714,True
715,True
716,True
717,True
718,True
719,True
720,False
721,True
722,True
723,False
724,True
725,True
726,True
727,True
728,True
729,True
730,True
731,True
732,True
733,True
734,True
735,True
736,True
737,True
738,True
739,True
740,True
741,True
742,True
743,True
744,True
745,True
746,True
747,True
748,True
749,False
750,False
751,True
752,False
753,True
754,False
755,True
756,True
757,True
758,True
759,False
760,False
761,False
762,True
763,True
764,True
765,True
766,True
767,True
768,True
769,True
770,False
771,True
772,True
773,True
774,True
775,True
776,True
777,False
778,True
779,False
780,True
781,True
782,True
783,True
784,True
785,True
786,True
787,True
788,True
789,True
790,True
791,True
792,True
793,True
794,True
795,False
796,True
797,True
798,True
799,True
800,False
801,False
802,True
803,False
804,True
805,True
806,True
807,True
808,True
809,False
810,False
811,False
812,True
813,True
814,True
815,True
816,True
817,True
818,True
819,True
820,True
821,True
822,False
823,True
824,True
825,False
826,True
827,True
828,True
829,True
830,True
831,True
832,False
833,True
834,True
835,True
836,True
837,True
838,True
839,True
840,True
841,True
842,True
843,True
844,True
845,True
846,True
847,True
848,True
849,True
850,False
851,False
852,False
853,True
854,True
855,True
856,True
857,True
858,True
859,False
860,False
861,False
862,False
863,True
864,True
865,True
866,True
867,True
868,True
869,True
870,True
871,True
872,True
873,True
874,True
875,True
876,True
877,True
878,True
879,False
880,False
881,True
882,True
883,True
884,True
885,True
886,True
887,True
888,True
889,True
890,True
891,True
892,True
893,True
894,False
895,True
896,False
897,True
898,True
899,True
900,False
901,False
902,True
903,True
904,True
905,True
906,True
907,False
908,False
909,True
910,True
911,True
912,True
913,True
914,True
915,False
916,False
917,True
918,True
919,True
920,True
921,True
922,False
923,True
924,True
925,True
926,True
927,True
928,True
929,True
930,True
931,True
932,True
933,True
934,True
935,True
936,True
937,False
938,True
939,False
940,True
941,True
942,True
943,True
944,True
945,True
946,True
947,False
948,True
949,True
950,True
951,True
952,True
953,True
954,False
955,True
956,True
957,False
958,True
959,True
960,True
961,True
962,True
963,True
964,False
965,True
966,True
967,True
968,True
969,False
970,False
971,True
972,True
973,True
974,True
975,True
976,True
977,True
978,True
979,True
980,True
981,False
982,True
983,True
984,True
985,True
986,True
987,True
988,False
989,False
990,False
991,False
992,False
993,True
994,True
995,True
996,False
997,False
998,True
999,False
