Index,X0,X1,Fitness_F0,Fitness_F1
70,0.576923,0.230769,1.544379,42.309172
71,0.192308,0.576923,1.479290,42.677515
72,0.192308,0.692308,2.065089,41.670118
73,0.769231,0.346154,2.846154,39.557692
74,0.769231,0.230769,2.579882,40.644970
75,0.961538,0.461538,4.550296,36.906805
76,0.576923,1.038462,5.644970,35.257396
77,0.961538,0.230769,3.911243,39.054734
78,0.384615,0.923077,4.000000,37.923077
79,0.961538,0.576923,5.029586,35.872781
80,1.153846,0.576923,6.656805,34.356509
81,0.576923,1.153846,6.656805,34.356509
82,1.153846,0.692308,7.242604,33.349112
83,0.769231,1.269231,8.810651,31.818047
84,1.346154,0.807692,9.857988,30.926036
85,1.346154,0.576923,8.579882,32.914201
86,1.538462,2.192308,28.692308,19.865385
87,1.538462,2.307692,30.769231,19.230769
88,2.307692,1.500000,30.301775,19.498521
89,1.730769,2.423077,35.467456,17.328402
90,2.307692,1.615385,31.739645,18.704142
91,1.538462,2.423077,32.952663,18.622781
92,2.500000,1.615385,35.437870,17.705621
93,2.500000,1.500000,34.000000,18.500000
94,1.538462,2.538462,35.242604,18.041420
95,2.500000,1.730769,36.982249,16.937870
96,1.730769,2.538462,37.757396,16.747041
97,2.500000,1.846154,38.633136,16.196746
98,3.653846,2.769231,84.076923,6.788462
99,3.846154,2.769231,89.846154,6.307692
100,4.038462,2.769231,95.911243,5.900888
101,4.038462,2.884615,98.520710,5.399408
102,4.230769,2.884615,104.881657,5.066568
103,4.423077,2.884615,111.538462,4.807692
104,4.615385,2.884615,118.491124,4.622781
105,4.807692,2.884615,125.739645,4.511834
106,5.000000,2.884615,133.284024,4.474852
107,0.769231,0.000000,2.366864,42.899408
108,0.769231,0.115385,2.420118,41.758876
109,0.192308,0.923077,3.556213,39.735207
110,0.192308,0.807692,2.757396,40.689349
111,0.384615,1.038462,4.905325,36.995562
112,1.153846,0.461538,6.177515,35.390533
113,0.961538,0.346154,4.177515,37.967456
114,1.153846,0.346154,5.804734,36.451183
115,0.384615,1.153846,5.917160,36.094675
116,0.384615,1.269231,7.035503,35.220414
117,1.346154,0.346154,7.727811,35.008876
118,0.576923,1.269231,7.775148,33.482249
119,1.346154,0.692308,9.165680,31.906805
120,0.576923,1.384615,9.000000,32.634615
121,1.346154,2.423077,30.733728,19.991124
122,2.500000,1.384615,32.668639,19.321006
123,2.692308,1.384615,36.662722,18.396450
124,1.346154,2.653846,35.420118,18.855030
125,1.538462,2.653846,37.639053,17.486686
126,2.692308,1.615385,39.431953,16.781065
127,3.846154,2.653846,87.343195,6.835799
128,4.038462,2.653846,93.408284,6.428994
129,4.230769,2.653846,99.769231,6.096154
130,4.230769,2.769231,102.272189,5.568047
131,4.423077,2.769231,108.928994,5.309172
132,4.615385,2.769231,115.881657,5.124260
133,4.807692,2.769231,123.130178,5.013314
134,5.000000,2.769231,130.674556,4.976331
135,0.961538,0.115385,3.751479,40.168639
136,0.961538,0.000000,3.698225,41.309172
137,1.153846,0.230769,5.538462,37.538462
138,0.192308,1.153846,5.473373,37.906805
139,1.153846,0.115385,5.378698,38.652367
140,0.192308,1.038462,4.461538,38.807692
141,0.192308,1.269231,6.591716,37.032544
142,1.346154,0.230769,7.461538,36.096154
143,1.346154,0.461538,8.100592,33.948225
144,0.384615,1.500000,9.591716,33.551775
145,1.346154,2.538462,33.023669,19.409763
146,2.692308,1.269231,35.437870,19.244083
147,2.692308,1.500000,37.994083,17.575444
148,1.346154,2.769231,37.923077,18.326923
149,4.038462,2.538462,91.011834,6.983728
150,4.230769,2.538462,97.372781,6.650888
151,4.423077,2.538462,104.029586,6.392012
152,4.423077,2.653846,106.426036,5.837278
153,4.615385,2.653846,113.378698,5.652367
154,4.807692,2.653846,120.627219,5.541420
155,5.000000,2.653846,128.171598,5.504438
156,1.153846,0.000000,5.325444,39.792899
157,1.346154,0.000000,7.248521,38.350592
158,1.346154,0.115385,7.301775,37.210059
159,0.384615,1.384615,8.260355,34.372781
160,1.538462,0.346154,9.946746,33.640533
161,1.153846,2.769231,36.000000,19.769231
162,2.884615,1.153846,38.609467,19.267751
163,2.884615,1.269231,39.727811,18.393491
164,1.153846,2.884615,38.609467,19.267751
165,4.423077,2.423077,101.739645,6.973373
166,4.615385,2.423077,108.692308,6.788462
167,4.615385,2.538462,110.982249,6.207101
168,4.807692,2.538462,118.230769,6.096154
169,5.000000,2.538462,125.775148,6.059172
170,1.538462,0.000000,9.467456,36.982249
171,1.538462,0.115385,9.520710,35.841716
172,1.538462,0.230769,9.680473,34.727811
173,4.807692,2.423077,115.940828,6.677515
174,5.000000,2.423077,123.485207,6.640533
175,0.000000,0.115385,0.053254,48.859467
176,0.192308,1.384615,7.816568,36.184911
177,0.000000,0.230769,0.213018,47.745562
178,0.000000,0.346154,0.479290,46.658284
179,0.000000,0.461538,0.852071,45.597633
180,0.000000,0.576923,1.331361,44.563609
181,0.192308,1.500000,9.147929,35.363905
182,0.000000,0.692308,1.917160,43.556213
183,0.000000,0.807692,2.609467,42.575444
184,0.000000,0.923077,3.408284,41.621302
185,0.000000,1.038462,4.313609,40.693787
186,0.000000,1.153846,5.325444,39.792899
187,0.000000,1.269231,6.443787,38.918639
188,0.000000,1.384615,7.668639,38.071006
189,0.000000,1.500000,9.000000,37.250000
